surrogate_key,Longitude,Latitude,Station_Name,Climate_ID,Date_Time,Max_Temp,Min_Temp,Mean_Temp,Total_Rain_mm,Total_Snow_cm,Total_Precip_mm,Weather_Key
476,-78.88,43.92,Whitby,6155875,2020-12-20,4.0,1.6,2.8,0.0,0.0,2.3,615587520201220
477,-78.88,43.92,Whitby,6155875,2020-12-21,3.6,-4.6,-0.5,0.0,0.0,0.0,615587520201221
478,-78.88,43.92,Whitby,6155875,2020-12-22,3.4,-2.1,0.7,0.0,0.0,0.0,615587520201222
479,-78.88,43.92,Whitby,6155875,2020-12-23,6.6,-0.5,3.1,0.0,0.0,1.2,615587520201223
480,-78.88,43.92,Whitby,6155875,2020-12-24,8.8,-1.0,3.9,0.0,0.0,13.8,615587520201224
481,-78.88,43.92,Whitby,6155875,2020-12-25,-0.7,-4.7,-2.7,0.0,0.0,0.0,615587520201225
482,-78.88,43.92,Whitby,6155875,2020-12-26,-2.2,-4.8,-3.5,0.0,0.0,0.0,615587520201226
483,-78.88,43.92,Whitby,6155875,2020-12-27,2.3,-4.1,-0.9,0.0,0.0,1.6,615587520201227
484,-78.88,43.92,Whitby,6155875,2020-12-28,4.8,-2.8,1.0,0.0,0.0,7.5,615587520201228
485,-78.88,43.92,Whitby,6155875,2020-12-29,-1.3,-7.4,-4.4,0.0,0.0,0.0,615587520201229
486,-78.88,43.92,Whitby,6155875,2020-12-30,5.1,-5.4,-0.2,0.0,0.0,5.1,615587520201230
487,-78.88,43.92,Whitby,6155875,2020-12-31,2.4,-4.8,-1.2,0.0,0.0,0.0,615587520201231
488,-79.63,43.68,Mississauga,6158731,2020-09-01,28.1,18.6,23.4,10.4,0.0,10.4,615873120200901
489,-79.63,43.68,Mississauga,6158731,2020-09-02,28.3,17.8,23.1,1.6,0.0,1.6,615873120200902
490,-79.63,43.68,Mississauga,6158731,2020-09-03,28.6,14.9,21.8,2.0,0.0,2.0,615873120200903
491,-79.63,43.68,Mississauga,6158731,2020-09-04,23.0,12.4,17.7,0.2,0.0,0.2,615873120200904
492,-79.63,43.68,Mississauga,6158731,2020-09-05,21.1,11.5,16.3,0.0,0.0,0.0,615873120200905
493,-79.63,43.68,Mississauga,6158731,2020-09-06,22.0,9.4,15.7,0.0,0.0,0.0,615873120200906
494,-79.63,43.68,Mississauga,6158731,2020-09-07,25.2,15.6,20.4,5.2,0.0,5.2,615873120200907
495,-79.63,43.68,Mississauga,6158731,2020-09-08,16.5,14.4,15.5,0.0,0.0,0.0,615873120200908
496,-79.63,43.68,Mississauga,6158731,2020-09-09,18.5,13.6,16.1,0.0,0.0,0.0,615873120200909
497,-79.63,43.68,Mississauga,6158731,2020-09-10,19.8,13.0,16.4,0.0,0.0,0.0,615873120200910
498,-79.63,43.68,Mississauga,6158731,2020-09-11,17.6,11.6,14.6,0.0,0.0,0.0,615873120200911
499,-79.63,43.68,Mississauga,6158731,2020-09-12,21.4,10.4,15.9,0.0,0.0,0.0,615873120200912
500,-79.63,43.68,Mississauga,6158731,2020-09-13,26.1,13.8,20.0,3.8,0.0,3.8,615873120200913
501,-79.63,43.68,Mississauga,6158731,2020-09-14,17.5,6.7,12.1,0.0,0.0,0.0,615873120200914
502,-79.63,43.68,Mississauga,6158731,2020-09-15,19.8,5.0,12.4,0.0,0.0,0.0,615873120200915
503,-79.63,43.68,Mississauga,6158731,2020-09-16,25.4,14.1,19.8,0.0,0.0,0.0,615873120200916
504,-79.63,43.68,Mississauga,6158731,2020-09-17,19.2,7.5,13.4,0.0,0.0,0.0,615873120200917
505,-79.63,43.68,Mississauga,6158731,2020-09-18,15.9,5.3,10.6,0.0,0.0,0.0,615873120200918
506,-79.63,43.68,Mississauga,6158731,2020-09-19,14.4,3.1,8.8,0.0,0.0,0.0,615873120200919
507,-79.63,43.68,Mississauga,6158731,2020-09-20,16.8,9.1,13.0,0.0,0.0,0.0,615873120200920
508,-79.63,43.68,Mississauga,6158731,2020-09-21,19.5,4.1,11.8,0.0,0.0,0.0,615873120200921
509,-79.63,43.68,Mississauga,6158731,2020-09-22,21.5,6.7,14.1,0.0,0.0,0.0,615873120200922
510,-79.63,43.68,Mississauga,6158731,2020-09-23,27.6,12.2,19.9,0.0,0.0,0.0,615873120200923
511,-79.63,43.68,Mississauga,6158731,2020-09-24,25.1,11.8,18.5,2.0,0.0,2.0,615873120200924
512,-79.63,43.68,Mississauga,6158731,2020-09-25,24.4,14.1,19.3,0.0,0.0,0.0,615873120200925
513,-79.63,43.68,Mississauga,6158731,2020-09-26,25.9,12.0,19.0,0.0,0.0,0.0,615873120200926
514,-79.63,43.68,Mississauga,6158731,2020-09-27,27.2,19.6,23.4,0.0,0.0,0.0,615873120200927
515,-79.63,43.68,Mississauga,6158731,2020-09-28,26.7,14.7,20.7,8.4,0.0,8.4,615873120200928
516,-79.63,43.68,Mississauga,6158731,2020-09-29,19.0,12.8,15.9,2.2,0.0,2.2,615873120200929
517,-79.63,43.68,Mississauga,6158731,2020-09-30,19.0,10.1,14.6,5.0,0.0,5.0,615873120200930
518,-79.63,43.68,Mississauga,6158731,2020-10-01,17.9,8.3,13.1,0.0,0.0,0.0,615873120201001
519,-79.63,43.68,Mississauga,6158731,2020-10-02,15.5,5.5,10.5,0.0,0.0,0.0,615873120201002
520,-79.63,43.68,Mississauga,6158731,2020-10-03,13.0,3.3,8.2,4.0,0.0,4.0,615873120201003
521,-79.63,43.68,Mississauga,6158731,2020-10-04,11.4,5.7,8.6,3.2,0.0,3.2,615873120201004
522,-79.63,43.68,Mississauga,6158731,2020-10-05,15.1,7.2,11.2,0.0,0.0,0.0,615873120201005
523,-79.63,43.68,Mississauga,6158731,2020-10-06,19.5,7.8,13.7,0.0,0.0,0.0,615873120201006
524,-79.63,43.68,Mississauga,6158731,2020-10-07,18.5,9.2,13.9,2.6,0.0,2.6,615873120201007
525,-79.63,43.68,Mississauga,6158731,2020-10-08,16.5,5.3,10.9,0.8,0.0,0.8,615873120201008
526,-79.63,43.68,Mississauga,6158731,2020-10-09,18.3,2.8,10.6,0.0,0.0,0.0,615873120201009
527,-79.63,43.68,Mississauga,6158731,2020-10-10,22.1,7.8,15.0,0.4,0.0,0.4,615873120201010
528,-79.63,43.68,Mississauga,6158731,2020-10-11,11.7,5.4,8.6,0.0,0.0,0.0,615873120201011
529,-79.63,43.68,Mississauga,6158731,2020-10-12,16.4,7.6,12.0,0.2,0.0,0.2,615873120201012
530,-79.63,43.68,Mississauga,6158731,2020-10-13,18.0,10.1,14.1,7.8,0.0,7.8,615873120201013
531,-79.63,43.68,Mississauga,6158731,2020-10-14,17.4,6.3,11.9,0.0,0.0,0.0,615873120201014
532,-79.63,43.68,Mississauga,6158731,2020-10-15,17.2,6.9,12.1,11.6,0.0,11.6,615873120201015
533,-79.63,43.68,Mississauga,6158731,2020-10-16,12.2,2.6,7.4,0.0,0.0,0.0,615873120201016
534,-79.63,43.68,Mississauga,6158731,2020-10-17,13.5,2.6,8.1,0.0,0.0,0.0,615873120201017
535,-79.63,43.68,Mississauga,6158731,2020-10-18,14.2,6.3,10.3,2.0,0.0,2.0,615873120201018
536,-79.63,43.68,Mississauga,6158731,2020-10-19,8.1,5.9,7.0,8.6,0.0,8.6,615873120201019
537,-79.63,43.68,Mississauga,6158731,2020-10-20,11.5,6.0,8.8,1.2,0.0,1.2,615873120201020
538,-79.63,43.68,Mississauga,6158731,2020-10-21,17.2,7.1,12.2,5.0,0.0,5.0,615873120201021
539,-79.63,43.68,Mississauga,6158731,2020-10-22,12.3,8.5,10.4,2.0,0.0,2.0,615873120201022
540,-79.63,43.68,Mississauga,6158731,2020-10-23,24.7,8.2,16.5,2.6,0.0,2.6,615873120201023
541,-79.63,43.68,Mississauga,6158731,2020-10-24,8.4,2.6,5.5,0.0,0.0,0.0,615873120201024
542,-79.63,43.68,Mississauga,6158731,2020-10-25,6.4,1.8,4.1,0.0,0.0,0.0,615873120201025
543,-79.63,43.68,Mississauga,6158731,2020-10-26,8.1,2.4,5.3,1.6,0.0,1.6,615873120201026
544,-79.63,43.68,Mississauga,6158731,2020-10-27,7.3,1.5,4.4,5.2,0.0,5.2,615873120201027
545,-79.63,43.68,Mississauga,6158731,2020-10-28,11.8,2.4,7.1,0.0,0.0,0.0,615873120201028
546,-79.63,43.68,Mississauga,6158731,2020-10-29,10.8,2.1,6.5,1.6,0.0,1.6,615873120201029
547,-79.63,43.68,Mississauga,6158731,2020-10-30,2.3,-4.3,-1.0,0.0,0.0,0.0,615873120201030
548,-79.63,43.68,Mississauga,6158731,2020-10-31,6.7,-5.4,0.7,0.0,0.0,0.0,615873120201031
549,-79.63,43.68,Mississauga,6158731,2020-11-01,11.2,0.0,5.6,2.2,1.0,3.6,615873120201101
550,-79.63,43.68,Mississauga,6158731,2020-11-02,7.2,-2.1,2.6,0.0,0.0,0.0,615873120201102
551,-79.63,43.68,Mississauga,6158731,2020-11-03,7.1,3.8,5.5,0.0,0.0,0.0,615873120201103
552,-79.63,43.68,Mississauga,6158731,2020-11-04,19.6,1.8,10.7,0.0,0.0,0.0,615873120201104
553,-79.63,43.68,Mississauga,6158731,2020-11-05,19.2,11.4,15.3,0.0,0.0,0.0,615873120201105
554,-79.63,43.68,Mississauga,6158731,2020-11-06,20.8,9.1,15.0,0.0,0.0,0.0,615873120201106
555,-79.63,43.68,Mississauga,6158731,2020-11-07,21.0,9.4,15.2,0.0,0.0,0.0,615873120201107
556,-79.63,43.68,Mississauga,6158731,2020-11-08,20.1,6.2,13.2,0.0,0.0,0.0,615873120201108
557,-79.63,43.68,Mississauga,6158731,2020-11-09,19.5,6.9,13.2,0.0,0.0,0.0,615873120201109
558,-79.63,43.68,Mississauga,6158731,2020-11-10,24.3,7.8,16.1,0.0,0.0,0.0,615873120201110
559,-79.63,43.68,Mississauga,6158731,2020-11-11,18.2,5.5,11.9,0.6,0.0,0.6,615873120201111
560,-79.63,43.68,Mississauga,6158731,2020-11-12,9.8,3.7,6.8,0.0,0.0,0.0,615873120201112
561,-79.63,43.68,Mississauga,6158731,2020-11-13,9.0,3.3,6.2,0.0,0.0,0.0,615873120201113
562,-79.63,43.68,Mississauga,6158731,2020-11-14,7.6,0.1,3.9,0.0,0.0,0.0,615873120201114
563,-79.63,43.68,Mississauga,6158731,2020-11-15,13.2,3.1,8.2,10.4,0.0,10.4,615873120201115
564,-79.63,43.68,Mississauga,6158731,2020-11-16,4.1,1.1,2.6,0.2,0.0,0.2,615873120201116
565,-79.63,43.68,Mississauga,6158731,2020-11-17,3.0,-5.4,-1.2,0.0,0.6,0.6,615873120201117
566,-79.63,43.68,Mississauga,6158731,2020-11-18,1.5,-6.2,-2.4,0.0,0.0,0.0,615873120201118
567,-79.63,43.68,Mississauga,6158731,2020-11-19,15.0,1.5,8.3,0.0,0.0,0.0,615873120201119
568,-79.63,43.68,Mississauga,6158731,2020-11-20,17.8,6.1,12.0,0.0,0.0,0.0,615873120201120
569,-79.63,43.68,Mississauga,6158731,2020-11-21,6.0,0.3,3.2,0.0,0.0,0.0,615873120201121
570,-79.63,43.68,Mississauga,6158731,2020-11-22,1.9,-1.0,0.5,0.0,19.4,19.4,615873120201122
571,-79.63,43.68,Mississauga,6158731,2020-11-23,3.5,-4.2,-0.4,0.0,0.0,0.0,615873120201123
572,-79.63,43.68,Mississauga,6158731,2020-11-24,2.1,-1.7,0.2,0.0,1.0,1.0,615873120201124
573,-79.63,43.68,Mississauga,6158731,2020-11-25,8.3,1.3,4.8,6.8,0.0,6.8,615873120201125
574,-79.63,43.68,Mississauga,6158731,2020-11-26,11.9,6.6,9.3,1.2,0.0,1.2,615873120201126
575,-79.63,43.68,Mississauga,6158731,2020-11-27,7.8,4.9,6.4,0.0,0.0,0.0,615873120201127
576,-79.63,43.68,Mississauga,6158731,2020-11-28,7.0,1.8,4.4,0.0,0.0,0.0,615873120201128
577,-79.63,43.68,Mississauga,6158731,2020-11-29,10.8,0.7,5.8,0.0,0.0,0.0,615873120201129
578,-79.63,43.68,Mississauga,6158731,2020-11-30,5.5,-0.9,2.3,20.6,1.4,22.0,615873120201130
579,-79.63,43.68,Mississauga,6158731,2020-12-01,-0.1,-2.2,-1.2,0.0,9.8,8.4,615873120201201
580,-79.63,43.68,Mississauga,6158731,2020-12-02,3.8,-1.4,1.2,0.0,0.0,1.0,615873120201202
581,-79.63,43.68,Mississauga,6158731,2020-12-03,4.1,-1.5,1.3,0.0,0.0,0.0,615873120201203
582,-79.63,43.68,Mississauga,6158731,2020-12-04,3.4,-0.2,1.6,0.0,0.0,3.6,615873120201204
583,-79.63,43.68,Mississauga,6158731,2020-12-05,1.7,-4.5,-1.4,0.0,0.0,0.0,615873120201205
584,-79.63,43.68,Mississauga,6158731,2020-12-06,0.7,-6.3,-2.8,0.0,0.0,0.0,615873120201206
585,-79.63,43.68,Mississauga,6158731,2020-12-07,1.0,-6.3,-2.7,0.0,0.0,0.0,615873120201207
586,-79.63,43.68,Mississauga,6158731,2020-12-08,1.9,-6.7,-2.4,0.0,0.0,0.0,615873120201208
587,-79.63,43.68,Mississauga,6158731,2020-12-09,4.4,0.1,2.3,0.2,4.2,4.0,615873120201209
588,-79.63,43.68,Mississauga,6158731,2020-12-10,5.9,0.9,3.4,0.0,0.0,0.0,615873120201210
589,-79.63,43.68,Mississauga,6158731,2020-12-11,9.4,0.8,5.1,0.0,0.0,0.0,615873120201211
590,-79.63,43.68,Mississauga,6158731,2020-12-12,9.1,3.4,6.3,8.0,0.0,8.0,615873120201212
591,-79.63,43.68,Mississauga,6158731,2020-12-13,5.1,-0.6,2.3,0.0,0.0,0.0,615873120201213
592,-79.63,43.68,Mississauga,6158731,2020-12-14,1.7,-2.5,-0.4,0.0,0.0,0.0,615873120201214
593,-79.63,43.68,Mississauga,6158731,2020-12-15,-2.4,-7.7,-5.1,0.0,0.2,0.2,615873120201215
594,-79.63,43.68,Mississauga,6158731,2020-12-16,-5.6,-8.7,-7.2,0.0,1.4,1.4,615873120201216
595,-79.63,43.68,Mississauga,6158731,2020-12-17,-2.7,-8.0,-5.4,0.0,0.6,0.6,615873120201217
596,-79.63,43.68,Mississauga,6158731,2020-12-18,-1.3,-9.7,-5.5,0.0,0.0,0.0,615873120201218
597,-79.63,43.68,Mississauga,6158731,2020-12-19,2.5,-2.0,0.3,0.4,1.8,2.2,615873120201219
598,-79.63,43.68,Mississauga,6158731,2020-12-20,5.0,-0.4,2.3,1.2,0.0,1.2,615873120201220
599,-79.63,43.68,Mississauga,6158731,2020-12-21,4.3,-1.3,1.5,0.2,0.0,0.2,615873120201221
600,-79.63,43.68,Mississauga,6158731,2020-12-22,2.7,-0.8,1.0,0.0,0.0,0.0,615873120201222
601,-79.63,43.68,Mississauga,6158731,2020-12-23,6.3,0.5,3.4,1.8,0.0,1.8,615873120201223
602,-79.63,43.68,Mississauga,6158731,2020-12-24,9.6,-2.8,3.4,6.8,4.4,12.4,615873120201224
603,-79.63,43.68,Mississauga,6158731,2020-12-25,-0.4,-5.4,-2.9,0.0,8.6,8.0,615873120201225
604,-79.63,43.68,Mississauga,6158731,2020-12-26,-2.5,-5.5,-4.0,0.0,1.6,1.6,615873120201226
605,-79.63,43.68,Mississauga,6158731,2020-12-27,2.5,-3.7,-0.6,0.8,0.2,1.0,615873120201227
606,-79.63,43.68,Mississauga,6158731,2020-12-28,4.4,-3.6,0.4,5.0,0.2,5.2,615873120201228
607,-79.63,43.68,Mississauga,6158731,2020-12-29,-1.2,-5.6,-3.4,0.0,0.0,0.0,615873120201229
608,-79.63,43.68,Mississauga,6158731,2020-12-30,5.1,-3.7,0.7,1.6,1.6,3.2,615873120201230
609,-79.63,43.68,Mississauga,6158731,2020-12-31,1.5,-3.0,-0.8,0.0,0.0,0.0,615873120201231
610,-79.69,43.51,Oakville,6155750,2020-09-01,28.0,18.0,23.0,0.0,0.0,0.0,615575020200901
611,-79.69,43.51,Oakville,6155750,2020-09-02,29.0,20.0,24.5,5.0,0.0,5.0,615575020200902
612,-79.69,43.51,Oakville,6155750,2020-09-03,29.5,14.5,22.0,1.2,0.0,1.2,615575020200903
613,-79.69,43.51,Oakville,6155750,2020-09-04,24.0,13.0,18.5,0.0,0.0,0.0,615575020200904
614,-79.69,43.51,Oakville,6155750,2020-09-05,21.5,11.0,16.3,1.6,0.0,1.6,615575020200905
615,-79.69,43.51,Oakville,6155750,2020-09-06,22.5,9.0,15.8,9.0,0.0,9.0,615575020200906
616,-79.69,43.51,Oakville,6155750,2020-09-07,25.5,14.5,20.0,2.4,0.0,2.4,615575020200907
617,-79.69,43.51,Oakville,6155750,2020-09-08,17.5,15.5,16.5,0.0,0.0,0.0,615575020200908
618,-79.69,43.51,Oakville,6155750,2020-09-09,19.0,14.0,16.5,3.0,0.0,3.0,615575020200909
619,-79.69,43.51,Oakville,6155750,2020-09-10,22.0,14.0,18.0,0.0,0.0,0.0,615575020200910
620,-79.69,43.51,Oakville,6155750,2020-09-11,17.0,11.0,14.0,0.0,0.0,0.0,615575020200911
621,-79.69,43.51,Oakville,6155750,2020-09-12,21.0,12.0,16.5,1.0,0.0,1.0,615575020200912
622,-79.69,43.51,Oakville,6155750,2020-09-13,27.0,14.5,20.8,7.6,0.0,7.6,615575020200913
623,-79.69,43.51,Oakville,6155750,2020-09-14,18.5,11.0,14.8,0.0,0.0,0.0,615575020200914
624,-79.69,43.51,Oakville,6155750,2020-09-15,21.0,6.0,13.5,0.0,0.0,0.0,615575020200915
625,-79.69,43.51,Oakville,6155750,2020-09-16,25.5,8.0,16.8,0.0,0.0,0.0,615575020200916
626,-79.69,43.51,Oakville,6155750,2020-09-17,20.0,13.5,16.8,0.0,0.0,0.0,615575020200917
627,-79.69,43.51,Oakville,6155750,2020-09-18,17.0,10.0,13.5,0.0,0.0,0.0,615575020200918
628,-79.69,43.51,Oakville,6155750,2020-09-19,14.5,3.0,8.8,0.0,0.0,0.0,615575020200919
629,-79.69,43.51,Oakville,6155750,2020-09-20,18.0,7.0,12.5,0.0,0.0,0.0,615575020200920
630,-79.69,43.51,Oakville,6155750,2020-09-21,20.0,6.0,13.0,0.0,0.0,0.0,615575020200921
631,-79.69,43.51,Oakville,6155750,2020-09-22,23.0,7.0,15.0,0.0,0.0,0.0,615575020200922
632,-79.69,43.51,Oakville,6155750,2020-09-23,28.0,12.0,20.0,1.2,0.0,1.2,615575020200923
633,-79.69,43.51,Oakville,6155750,2020-09-24,25.0,13.0,19.0,3.1,0.0,3.1,615575020200924
634,-79.69,43.51,Oakville,6155750,2020-09-25,24.0,15.0,19.5,2.7,0.0,2.7,615575020200925
635,-79.69,43.51,Oakville,6155750,2020-09-26,27.0,13.0,20.0,0.0,0.0,0.0,615575020200926
636,-79.69,43.51,Oakville,6155750,2020-09-27,27.0,16.0,21.5,0.0,0.0,0.0,615575020200927
637,-79.69,43.51,Oakville,6155750,2020-09-28,26.0,17.0,21.5,12.0,0.0,12.0,615575020200928
638,-79.69,43.51,Oakville,6155750,2020-09-29,20.0,12.0,16.0,0.0,0.0,0.0,615575020200929
639,-79.69,43.51,Oakville,6155750,2020-09-30,19.5,11.0,15.3,11.0,0.0,11.0,615575020200930
640,-79.69,43.51,Oakville,6155750,2020-10-01,19.0,9.0,14.0,2.8,0.0,2.8,615575020201001
641,-79.69,43.51,Oakville,6155750,2020-10-02,15.0,7.5,11.3,3.0,0.0,3.0,615575020201002
642,-79.69,43.51,Oakville,6155750,2020-10-03,13.5,3.0,8.3,0.6,0.0,0.6,615575020201003
643,-79.69,43.51,Oakville,6155750,2020-10-04,11.5,7.0,9.3,5.8,0.0,5.8,615575020201004
644,-79.69,43.51,Oakville,6155750,2020-10-05,17.0,6.0,11.5,0.0,0.0,0.0,615575020201005
645,-79.69,43.51,Oakville,6155750,2020-10-06,20.0,8.0,14.0,2.6,0.0,2.6,615575020201006
646,-79.69,43.51,Oakville,6155750,2020-10-07,19.0,14.0,16.5,2.0,0.0,2.0,615575020201007
647,-79.69,43.51,Oakville,6155750,2020-10-08,16.5,5.0,10.8,0.8,0.0,0.8,615575020201008
648,-79.69,43.51,Oakville,6155750,2020-10-09,19.5,4.5,12.0,0.0,0.0,0.0,615575020201009
649,-79.69,43.51,Oakville,6155750,2020-10-10,23.0,8.5,15.8,0.6,0.0,0.6,615575020201010
650,-79.69,43.51,Oakville,6155750,2020-10-11,11.5,6.0,8.8,0.0,0.0,0.0,615575020201011
651,-79.69,43.51,Oakville,6155750,2020-10-12,15.5,7.0,11.3,4.6,0.0,4.6,615575020201012
652,-79.69,43.51,Oakville,6155750,2020-10-13,18.5,9.5,14.0,0.0,0.0,0.0,615575020201013
653,-79.69,43.51,Oakville,6155750,2020-10-14,18.5,7.0,12.8,1.0,0.0,1.0,615575020201014
654,-79.69,43.51,Oakville,6155750,2020-10-15,15.0,10.0,12.5,14.6,0.0,14.6,615575020201015
655,-79.69,43.51,Oakville,6155750,2020-10-16,15.0,1.0,8.0,14.5,0.0,14.5,615575020201016
656,-79.69,43.51,Oakville,6155750,2020-10-17,15.0,1.0,8.0,0.0,0.0,0.0,615575020201017
657,-79.69,43.51,Oakville,6155750,2020-10-18,14.5,7.0,10.8,3.0,0.0,3.0,615575020201018
658,-79.69,43.51,Oakville,6155750,2020-10-19,8.0,6.0,7.0,7.8,0.0,7.8,615575020201019
659,-79.69,43.51,Oakville,6155750,2020-10-20,15.0,5.5,10.3,4.4,0.0,4.4,615575020201020
660,-79.69,43.51,Oakville,6155750,2020-10-21,18.0,7.0,12.5,8.2,0.0,8.2,615575020201021
661,-79.69,43.51,Oakville,6155750,2020-10-22,14.0,7.0,10.5,0.4,0.0,0.4,615575020201022
662,-79.69,43.51,Oakville,6155750,2020-10-23,25.0,9.5,17.3,4.4,0.0,4.4,615575020201023
663,-79.69,43.51,Oakville,6155750,2020-10-24,8.5,4.0,6.3,0.0,0.0,0.0,615575020201024
664,-79.69,43.51,Oakville,6155750,2020-10-25,8.0,2.0,5.0,0.0,0.0,0.0,615575020201025
665,-79.69,43.51,Oakville,6155750,2020-10-26,10.0,2.0,6.0,0.0,0.0,0.0,615575020201026
666,-79.69,43.51,Oakville,6155750,2020-10-27,8.0,5.0,6.5,4.8,0.0,4.8,615575020201027
667,-79.69,43.51,Oakville,6155750,2020-10-28,12.5,1.5,7.0,0.0,0.0,0.0,615575020201028
668,-79.69,43.51,Oakville,6155750,2020-10-29,11.0,4.5,7.8,1.2,0.0,1.2,615575020201029
669,-79.69,43.51,Oakville,6155750,2020-10-30,3.5,1.0,2.3,0.0,0.0,0.0,615575020201030
670,-79.69,43.51,Oakville,6155750,2020-10-31,12.0,-4.5,3.8,0.0,0.0,0.0,615575020201031
671,-79.69,43.51,Oakville,6155750,2020-11-01,12.0,1.0,6.5,2.0,0.0,2.0,615575020201101
672,-79.69,43.51,Oakville,6155750,2020-11-02,7.5,-1.0,3.3,0.0,0.0,0.0,615575020201102
673,-79.69,43.51,Oakville,6155750,2020-11-03,14.0,1.5,7.8,0.0,0.0,0.0,615575020201103
674,-79.69,43.51,Oakville,6155750,2020-11-04,20.0,3.0,11.5,0.0,0.0,0.0,615575020201104
675,-79.69,43.51,Oakville,6155750,2020-11-05,20.0,11.0,15.5,0.0,0.0,0.0,615575020201105
676,-79.69,43.51,Oakville,6155750,2020-11-06,21.5,9.0,15.3,0.0,0.0,0.0,615575020201106
677,-79.69,43.51,Oakville,6155750,2020-11-07,22.0,9.5,15.8,0.0,0.0,0.0,615575020201107
678,-79.69,43.51,Oakville,6155750,2020-11-08,22.0,6.5,14.3,0.0,0.0,0.0,615575020201108
679,-79.69,43.51,Oakville,6155750,2020-11-09,20.0,9.0,14.5,0.0,0.0,0.0,615575020201109
680,-79.69,43.51,Oakville,6155750,2020-11-10,25.0,9.0,17.0,0.4,0.0,0.4,615575020201110
681,-79.69,43.51,Oakville,6155750,2020-11-11,19.0,16.0,17.5,0.0,0.0,0.0,615575020201111
682,-79.69,43.51,Oakville,6155750,2020-11-12,12.5,4.0,8.3,0.0,0.0,0.0,615575020201112
683,-79.69,43.51,Oakville,6155750,2020-11-13,10.5,3.5,7.0,0.0,0.0,0.0,615575020201113
684,-79.69,43.51,Oakville,6155750,2020-11-14,9.0,-0.5,4.3,5.6,0.0,5.6,615575020201114
685,-79.69,43.51,Oakville,6155750,2020-11-15,14.0,2.5,8.3,5.6,0.0,5.6,615575020201115
686,-79.69,43.51,Oakville,6155750,2020-11-16,5.0,3.5,4.3,0.0,0.0,0.0,615575020201116
687,-79.69,43.51,Oakville,6155750,2020-11-17,4.0,0.0,2.0,0.0,0.0,0.0,615575020201117
688,-79.69,43.51,Oakville,6155750,2020-11-18,8.0,-4.5,1.8,0.0,0.0,0.0,615575020201118
689,-79.69,43.51,Oakville,6155750,2020-11-19,15.5,-2.5,6.5,0.0,0.0,0.0,615575020201119
690,-79.69,43.51,Oakville,6155750,2020-11-20,15.5,7.0,11.3,0.0,0.0,0.0,615575020201120
691,-79.69,43.51,Oakville,6155750,2020-11-21,6.0,3.5,4.8,0.0,0.0,0.0,615575020201121
692,-79.69,43.51,Oakville,6155750,2020-11-22,1.5,-1.5,0.0,0.0,13.0,25.0,615575020201122
693,-79.69,43.51,Oakville,6155750,2020-11-23,3.5,-2.5,0.5,0.0,0.0,0.0,615575020201123
694,-79.69,43.51,Oakville,6155750,2020-11-24,4.5,-4.0,0.3,3.0,0.0,3.0,615575020201124
695,-79.69,43.51,Oakville,6155750,2020-11-25,8.0,-1.0,3.5,8.2,0.0,8.2,615575020201125
696,-79.69,43.51,Oakville,6155750,2020-11-26,12.0,4.0,8.0,0.4,0.0,0.4,615575020201126
697,-79.69,43.51,Oakville,6155750,2020-11-27,8.5,6.5,7.5,0.0,0.0,0.0,615575020201127
698,-79.69,43.51,Oakville,6155750,2020-11-28,8.0,2.5,5.3,0.0,0.0,0.0,615575020201128
699,-79.69,43.51,Oakville,6155750,2020-11-29,12.0,1.5,6.8,1.7,0.0,1.7,615575020201129
700,-79.69,43.51,Oakville,6155750,2020-11-30,6.0,4.0,5.0,0.0,4.0,0.0,615575020201130
701,-79.69,43.51,Oakville,6155750,2020-12-01,0.5,-2.0,-0.8,0.0,10.0,5.0,615575020201201
702,-79.69,43.51,Oakville,6155750,2020-12-02,5.0,-2.0,1.5,0.0,0.0,0.0,615575020201202
703,-79.69,43.51,Oakville,6155750,2020-12-03,6.5,-1.5,2.5,0.6,0.4,1.0,615575020201203
704,-79.69,43.51,Oakville,6155750,2020-12-04,3.0,1.5,2.3,3.2,0.0,3.2,615575020201204
705,-79.69,43.51,Oakville,6155750,2020-12-05,2.0,0.5,1.3,0.0,0.0,0.0,615575020201205
706,-79.69,43.51,Oakville,6155750,2020-12-06,2.5,-4.0,-0.8,0.0,0.0,0.0,615575020201206
707,-79.69,43.51,Oakville,6155750,2020-12-07,2.5,-7.0,-2.3,0.0,0.0,0.0,615575020201207
708,-79.69,43.51,Oakville,6155750,2020-12-08,3.0,-7.0,-2.0,0.0,0.0,0.0,615575020201208
709,-79.69,43.51,Oakville,6155750,2020-12-09,4.5,-2.0,1.3,0.0,0.0,0.0,615575020201209
710,-79.69,43.51,Oakville,6155750,2020-12-10,8.0,1.0,4.5,0.0,0.0,0.0,615575020201210
711,-79.69,43.51,Oakville,6155750,2020-12-11,10.0,-0.5,4.8,0.6,0.0,0.6,615575020201211
712,-79.69,43.51,Oakville,6155750,2020-12-12,9.0,2.5,5.8,10.6,0.0,10.6,615575020201212
713,-79.69,43.51,Oakville,6155750,2020-12-13,2.0,-0.5,0.8,0.0,0.0,0.0,615575020201213
714,-79.69,43.51,Oakville,6155750,2020-12-14,2.0,-0.5,0.8,0.0,0.0,0.0,615575020201214
